Date,Open,High,Low,Close,Volume,Currency
2019-05-21,1.0521090030670166,1.066794991493225,1.0347800254821777,1.0371359586715698,2723774,USD
2019-05-22,1.0371359586715698,1.1408809423446655,1.034034013748169,1.1217540502548218,4600126,USD
2019-05-23,1.1217540502548218,1.133929967880249,1.079421043395996,1.099153995513916,2374260,USD
2019-05-24,1.0991469621658325,1.2224819660186768,1.0891779661178589,1.196215033531189,5293479,USD
2019-05-25,1.196215033531189,1.358469009399414,1.196215033531189,1.320464015007019,5915304,USD
2019-05-26,1.320801019668579,1.4994479417800903,1.3076059818267822,1.4947760105133057,8174095,USD
2019-05-27,1.4961210489273071,1.4991530179977417,1.3790830373764038,1.388206958770752,4537073,USD
2019-05-28,1.3877530097961426,1.483625054359436,1.311018943786621,1.4461450576782227,4693617,USD
2019-05-29,1.4461450576782227,1.5357600450515747,1.408821940422058,1.5242199897766113,7324107,USD
2019-05-30,1.5242199897766113,1.5314480066299438,1.4020129442214966,1.4067749977111816,5278816,USD
2019-05-31,1.4067749977111816,1.5007059574127197,1.3966699838638306,1.4953529834747314,2548318,USD
2019-06-01,1.4953529834747314,1.5026030540466309,1.4042819738388062,1.412168025970459,1930410,USD
2019-06-02,1.412168025970459,1.48061203956604,1.4045690298080444,1.4243799448013306,2042972,USD
2019-06-03,1.4243799448013306,1.4370709657669067,1.3986239433288574,1.4045350551605225,925414,USD
2019-06-04,1.4057259559631348,1.4978439807891846,1.3470710515975952,1.4638370275497437,4343785,USD
2019-06-05,1.4646480083465576,1.5089080333709717,1.437358021736145,1.4882149696350098,3140035,USD
2019-06-06,1.48751699924469,1.6530059576034546,1.4827970266342163,1.6530059576034546,7755433,USD
2019-06-07,1.6549279689788818,1.7113029956817627,1.6271519660949707,1.6960690021514893,6354250,USD
2019-06-08,1.6959739923477173,1.7351089715957642,1.6434489488601685,1.7278310060501099,5164968,USD
2019-06-09,1.7275609970092773,1.775871992111206,1.705778956413269,1.7583750486373901,9305885,USD
2019-06-10,1.7584359645843506,1.9330660104751587,1.7456589937210083,1.9199869632720947,16229010,USD
2019-06-11,1.9198800325393677,1.96186101436615,1.8719439506530762,1.9180359840393066,9761159,USD
2019-06-12,1.9177570343017578,1.9799139499664307,1.9030029773712158,1.9749280214309692,10879236,USD
2019-06-13,1.9721579551696777,1.9775199890136719,1.8571749925613403,1.9467519521713257,18402258,USD
2019-06-14,1.9473199844360352,1.9545320272445679,1.8551290035247803,1.930614948272705,20014756,USD
2019-06-15,1.9292479753494263,1.9438719749450684,1.9063279628753662,1.9153920412063599,15348108,USD
2019-06-16,1.9153920412063599,1.9239610433578491,1.864730954170227,1.8758800029754639,18774177,USD
2019-06-17,1.8737540245056152,1.9418760538101196,1.864274024963379,1.9114940166473389,6925403,USD
2019-06-18,1.9115649461746216,1.9264769554138184,1.8552449941635132,1.8698010444641113,6221305,USD
2019-06-19,1.869168996810913,1.8748170137405396,1.8150379657745361,1.8530880212783813,3387136,USD
2019-06-20,1.8534270524978638,1.9119399785995483,1.8439500331878662,1.8892370462417603,7809732,USD
2019-06-21,1.8894950151443481,1.899245023727417,1.810696005821228,1.82948899269104,11004022,USD
2019-06-22,1.8290189504623413,1.8526350259780884,1.7669390439987183,1.8406699895858765,9338678,USD
2019-06-23,1.840939998626709,1.9224610328674316,1.8249510526657104,1.8791680335998535,6815401,USD
2019-06-24,1.8791680335998535,1.8946419954299927,1.8394559621810913,1.892549991607666,3899545,USD
2019-06-25,1.8918249607086182,1.9191219806671143,1.8670929670333862,1.915761947631836,7345707,USD
2019-06-26,1.915761947631836,2.0018389225006104,1.8738960027694702,1.8840110301971436,16418573,USD
2019-06-27,1.8840110301971436,1.9502979516983032,1.70079505443573,1.7499940395355225,11362454,USD
2019-06-28,1.7494970560073853,1.8943690061569214,1.7168689966201782,1.8325649499893188,18326840,USD
2019-06-29,1.833156943321228,1.911628007888794,1.801205039024353,1.8956049680709839,15523894,USD
2019-06-30,1.8968360424041748,1.919517993927002,1.7510919570922852,1.7578740119934082,14967396,USD
2019-07-01,1.7578740119934082,1.7834089994430542,1.726699948310852,1.7413380146026611,12775152,USD
2019-07-02,1.7395600080490112,1.7488130331039429,1.6574640274047852,1.719702959060669,15906120,USD
2019-07-03,1.7218589782714844,1.7583930492401123,1.6810400485992432,1.695618987083435,11075056,USD
2019-07-04,1.6961770057678223,1.8086129426956177,1.6938469409942627,1.7850069999694824,11438616,USD
2019-07-05,1.7844929695129395,1.786661982536316,1.6843459606170654,1.7558790445327759,11588748,USD
2019-07-06,1.7556469440460205,1.7588269710540771,1.7027679681777954,1.7067320346832275,9373915,USD
2019-07-07,1.7075129747390747,1.7244850397109985,1.6993769407272339,1.7003259658813477,7842669,USD
2019-07-08,1.6994869709014893,1.707645058631897,1.6187310218811035,1.6187310218811035,10411917,USD
2019-07-09,1.618541955947876,1.6203880310058594,1.4871970415115356,1.5791070461273193,15671102,USD
2019-07-10,1.580191969871521,1.5916179418563843,1.4869519472122192,1.5067590475082397,12351840,USD
2019-07-11,1.5064870119094849,1.5613540410995483,1.4622609615325928,1.507652997970581,13023405,USD
2019-07-12,1.507370948791504,1.5221129655838013,1.4305039644241333,1.4946579933166504,13025641,USD
2019-07-13,1.4944519996643066,1.5048069953918457,1.424551010131836,1.4276440143585205,9091522,USD
2019-07-14,1.428346037864685,1.4463599920272827,1.3899190425872803,1.406775951385498,12096616,USD
2019-07-15,1.411067008972168,1.4658030271530151,1.3742300271987915,1.456146001815796,15449154,USD
2019-07-16,1.4566359519958496,1.4685510396957397,1.3390040397644043,1.3468420505523682,13345555,USD
2019-07-17,1.3458360433578491,1.3828959465026855,1.3093960285186768,1.3513319492340088,12300798,USD
2019-07-18,1.3513280153274536,1.3535979986190796,1.2441250085830688,1.334733009338379,12367029,USD
2019-07-19,1.334733009338379,1.3390849828720093,1.2204370498657227,1.2494020462036133,15769890,USD
2019-07-20,1.248885989189148,1.3861809968948364,1.2185360193252563,1.2701539993286133,9824151,USD
2019-07-21,1.2701539993286133,1.3424780368804932,1.2393219470977783,1.2828539609909058,7077293,USD
2019-07-22,1.2832640409469604,1.345621943473816,1.27810800075531,1.2994070053100586,8038514,USD
2019-07-23,1.2998509407043457,1.3359429836273193,1.2637120485305786,1.301995038986206,6524740,USD
2019-07-24,1.301995038986206,1.3393069505691528,1.2806930541992188,1.321835994720459,6787670,USD
2019-07-25,1.3202509880065918,1.3310550451278687,1.2916619777679443,1.2946900129318237,7693942,USD
2019-07-26,1.2947930097579956,1.3170429468154907,1.276600956916809,1.2786179780960083,8985318,USD
2019-07-27,1.2786179780960083,1.3059430122375488,1.2694920301437378,1.288527011871338,7577685,USD
2019-07-28,1.288527011871338,1.2930309772491455,1.2511889934539795,1.28200101852417,5099933,USD
2019-07-29,1.2811980247497559,1.351523995399475,1.2776919603347778,1.3485020399093628,6335698,USD
2019-07-30,1.3492059707641602,1.3579339981079102,1.3019590377807617,1.3352710008621216,8521005,USD
2019-07-31,1.3350169658660889,1.3375810384750366,1.3023370504379272,1.3093010187149048,7870567,USD
2019-08-01,1.3085730075836182,1.314494013786316,1.285789966583252,1.3103450536727905,9301899,USD
2019-08-02,1.309944987297058,1.3133939504623413,1.2811130285263062,1.286242961883545,6914140,USD
2019-08-03,1.2860430479049683,1.337699055671692,1.2834899425506592,1.3261460065841675,6126841,USD
2019-08-04,1.326591968536377,1.3401410579681396,1.2858450412750244,1.3184139728546143,8254017,USD
2019-08-05,1.3185629844665527,1.3292429447174072,1.301677942276001,1.3290879726409912,9762237,USD
2019-08-06,1.3314019441604614,1.3439970016479492,1.2444829940795898,1.248576045036316,9249956,USD
2019-08-07,1.2491099834442139,1.2800569534301758,1.2481509447097778,1.2692450284957886,6562868,USD
2019-08-08,1.2692450284957886,1.2700339555740356,1.240110993385315,1.2444900274276733,7889292,USD
2019-08-09,1.2453620433807373,1.250648021697998,1.2210060358047485,1.2225890159606934,6844827,USD
2019-08-10,1.2225890159606934,1.2400150299072266,1.2177059650421143,1.234604001045227,6377969,USD
2019-08-11,1.2379950284957886,1.3192729949951172,1.2301559448242188,1.3087459802627563,7207664,USD
2019-08-12,1.3079489469528198,1.3100639581680298,1.2594300508499146,1.2659180164337158,5173144,USD
2019-08-13,1.2661240100860596,1.2703360319137573,1.2239619493484497,1.228754997253418,5559511,USD
2019-08-14,1.2282660007476807,1.290814995765686,1.2222399711608887,1.2400100231170654,9067862,USD
2019-08-15,1.2400100231170654,1.2508070468902588,1.2130539417266846,1.2266030311584473,9770985,USD
2019-08-16,1.227031946182251,1.2273290157318115,1.1657589673995972,1.1697429418563843,10462439,USD
2019-08-17,1.1684919595718384,1.2755340337753296,1.167225956916809,1.2156740427017212,10140946,USD
2019-08-18,1.2146919965744019,1.318356990814209,1.2130290269851685,1.3149969577789307,11115286,USD
2019-08-19,1.315116047859192,1.3311619758605957,1.2801640033721924,1.3267910480499268,8769122,USD
2019-08-20,1.3267910480499268,1.3473589420318604,1.291327953338623,1.3060959577560425,9793710,USD
2019-08-21,1.3051940202713013,1.3096859455108643,1.1832200288772583,1.1998709440231323,10557616,USD
2019-08-22,1.1996090412139893,1.2150599956512451,1.1909940242767334,1.2126840353012085,9580089,USD
2019-08-23,1.2126840353012085,1.2146179676055908,1.1870800256729126,1.2029139995574951,6549770,USD
2019-08-24,1.2022700309753418,1.209900975227356,1.167968988418579,1.1685669422149658,5919393,USD
2019-08-25,1.1685669422149658,1.2081060409545898,1.1685669422149658,1.1761300563812256,5507373,USD
2019-08-26,1.1725590229034424,1.2102199792861938,1.15378999710083,1.1839079856872559,6730862,USD
2019-08-27,1.1852810382843018,1.1943249702453613,1.179618000984192,1.1866300106048584,4831959,USD
2019-08-28,1.1852940320968628,1.1926339864730835,1.1496659517288208,1.150365948677063,7344170,USD
2019-08-29,1.149332046508789,1.1526639461517334,1.127977967262268,1.1383169889450073,7263072,USD
2019-08-30,1.1383169889450073,1.1473079919815063,1.1301679611206055,1.1396880149841309,6086745,USD
2019-08-31,1.1385630369186401,1.144163966178894,1.1180460453033447,1.1347459554672241,5883588,USD
2019-09-01,1.1347750425338745,1.151911973953247,1.1204049587249756,1.1492409706115723,5022303,USD
2019-09-02,1.1490390300750732,1.151183009147644,1.1122599840164185,1.1424100399017334,5761937,USD
2019-09-03,1.142745018005371,1.1430690288543701,1.115488052368164,1.126654028892517,5087267,USD
